Local en calle Fernández de Oviedo, Madrid, Ciudad Jardín, Madrid;250.000;123;911 743 641;Atención inversores Retail vende local comercial en rentabilidad, alquilado a empresa del sector reformas, con más de 30 años emplazados...
Local en calle Núñez Morgado, Castilla, Madrid;820.000;309;911 743 641;Atención inversores Retail vende local en rentabilidad, alquilado a importante franquicia del sector de la alimentación muy cercano a la...
Local en calle del Barquillo, Madrid, Chueca-Justicia, Madrid;1.835.000;117;911 743 641;Atención inversores Retail vende local en rentabilidad, alquilado a empresa de hostelería para nuevo proyecto en pleno Centro. Zona come...
Local en calle Alfonso XI, Madrid, Jerónimos, Madrid;840.000;110;911 743 641;Retail vende local en rentabilidad, alquilado a empresa de hostelería con más de seis años instalados, En zona residencial más prestigios...
Local en calle Velázquez, Madrid, Recoletos, Madrid;1.475.000;44;911 743 641;Atención inversores Retail vende local comercial en rentabilidad alquilado a importante franquicia en uno de los mejores tramos de la Ca...
Local en calle de las Huertas, Huertas-Cortes, Madrid;1.800.000;160;911 743 641;Atención inversores Retail vende magnífico local de hostelería en rentabilidad alquilado a una prestigiosa tienda de alimentación. Sito...
Local en calle de Hermosilla, Goya, Madrid;3.400.000;827;911 743 641;Atención Inversores: Retail vende local en rentabilidad, alquilado a importante empresa comercial con establecimientos en España, en zon...
Local en calle de Hortaleza, Chueca-Justicia, Madrid;1.200.000;93;911 743 641;"Retail vende local en rentabilidad, alquilado a empresa de hostelería en Calle Hortaleza, muy cercano da la Plaza de Chueca. Zona muy tu...
Local en calle de Santa Alicia, San Diego, Madrid;41.000;63;916 354 716;Local sótano exterior de 63m2 diáfano, el baño con ventana y con capacidad suficiente para hacer mínimo 4 estancias independientes, ya qu...
Local en calle de la Ribera de Curtidores, Lavapiés-Embajadores, Madrid;150.000;49;656 655 176;Local de 49 metros en pleno corazón del Rastro de Madrid. Este local se encuentra en la mítica calle de Ribera de Curtidores, la princip...
Local en calle Ventura Rodríguez, Argüelles, Madrid;85.000;25;916 352 758;Agencia inmobiliaria de MADRID zona ARGUELLES - PLAZA ESPAÑA - CONDE DUQUE Oficina Tecnocasa VENDE Local comercial a pie de calle, en pl...
Local en Camarena, Aluche, Madrid;85.000;58;912 175 068;TECNOCASA vende local a pie de calle con posibilidad de convertirse en vivienda de 58 m2 divididos en: Entrada, amplio salón, dos baños y...
Local en calle Mariano Carderera, Madrid, Puerta del Ángel, Madrid;105.000;81;914 892 502;Se vende local que se encuentra en Calle Mariano Carderera, Madrid, situado a escasos metros de Madrid Rio, de la Casa de Campo y del pas...
Local en calle de Julián Besteiro, Cuatro Caminos, Madrid;145.000;130;912 179 375;Este local se encuentra en Calle de Julián Besteiro, 28020, Madrid, Madrid, situado en el distrito de Tetuán, en la planta 0. Es un local...
Local en calle Eulalia Paíno, Abrantes, Madrid;80.890;50;914 691 139;REDPISO ZONA OPORTO dispone de LOCAL COMERCIAL a la venta. Dispone de 1 baño, todo lo demás es diáfano. Ideal inversión. Próximo a metro.
Local en Nuevos Ministerios-Ríos Rosas, Madrid;1.200.000;435;914 878 126;Local Comercial en venta barrio Rios Rosas * Compuesto: Planta Calle y Sótano * Fachada: 15 m * Ascensor montacargas Titular actual:...
Local en Los Rosales, Madrid;55.000;34;911 400 563;Amplio local en la zona de El Espinillo-Oroquieta ideal para cambio de uso a vivienda o para ejercer una actividad comercial en la zona y...
Local en calle Azulejo, Fuente del Berro, Madrid;230.000;259;914 898 352;Amâbit, vende local que hace esquina, con 4 escaparates, en el Barrio Salamanca. Se encuentra en la zona de Fuente del Berro, concretamen...
Local en Lavapiés-Embajadores, Madrid;655.000;179;912 666 718;La Latina. Venta local comercial en Madrid, Bar Restaurante con Licencia y Terraza.   En pleno funcionamiento, en zona del RASTRO, cocin...
Local en Numancia, Madrid;142.000;183;911 363 142;Inmobiliaria Kronox vende en exclusiva y sin honorarios al comprador amplio local con dos accesos desde la calle ideal como inversión. El...
Local en Portazgo, Madrid;148.000;245;911 363 142;Ref 2900   INMOBILIARIA KRONOX ofrece. LOCAL COMERCIAL de 195 metros dispone de 2 baños y 1 despacho. Junto a la Avenida de la Albufera a...
Local en plaza de Ribadeo, Pilar, Madrid;102.000;65;925 586 075;Local comercial - con 2 PLANTAS. En la planta baja gran espacio diáfano a pie de calle con escaparate exterior, y en planta superior, esp...
Local en Buena Vista, Madrid;165.000;210;915 996 359;Redpiso vende nave industrial de 180 m² útiles en Buenavista. A pie de calle y con altura mínima 6 metros. Distribución diáfana con alzad...
Nave en Rejas, Madrid;795.000;2.186;912 185 031;¡Oportunidad de venta de dos edificios industriales con una superficie total de 2.186 m2! Son dos naves gemelas separadas, unidas por un...
Local en Gaztambide, Madrid;200.000;53;914 890 851;estupendo local situado en una de las arterias principales y mas comerciales del barrio de arguelles junto al colegio La Salle y la calle...
Local en Arapiles, Madrid;600.000;315;914 890 851;Local-garaje, situado en Chamberi, Bº de Arapiles a pocos metros del Corte Ingles, colegios y en definitiva en una zona con mucha activid...
Local en Los Ángeles, Madrid;45.000;66;913 173 186;LOCAL EN ESQUINA DISTRIBUIDO EN DOS PLANTAS CON 2 BAÑOS, UNO DE ELLOS CON PLATO DE DUCHA. ALMACÉN DE 4 METROS, SITUADO EN UNA DE LAS MEJO...
Local en Pradolongo, Madrid;440.000;450;916 352 875;^^*** LOCAL DE 450 MTS, EN RENTABILIDAD 7% CON LICENCIA HABITACIONAL. GRAN OPORTUNIDAD DE INVERSION. CONTRATO DE ALQUILER 10 AÑOS, CON OB...
Local en Palomeras sureste, Madrid;72.260;57;911 363 168;Local en Alto del Arenal, posibilidad de hacer vivienda ! Funciona como tienda de regalos, Grabados Láser, Sellos, el local consta de 57...
Local en Malasaña-Universidad, Madrid;209.000;43;644 891 102;REF. 1938/2. Local esquinazo a pie de calle en pleno Malasaña. Local con estudio de viabilidad hecho para ser vivienda, actualmente alqu...
Local en Ramón Luján, 28, Almendrales, Madrid;110.000;60;916 358 417;INVERSORES! OFICINA totalmente equipada semiesquina con Marcelo Usera, tiene 60 m2 actualmente alquilado a un despacho de abogados, total...
Nave en Rejas, Madrid;2.500.000;1.638;914 898 631;BERNADO LUXURY HOUSES vende espectacular NAVE INDUSTRIAL de 1.638 m2 construidos en parcela de 1.869 m2. La nave esta distribuida de la...
Local en calle de San Bernardo, Madrid, 71, Malasaña-Universidad, Madrid;720.000;115;911 367 729;Livingnow. es vende o alquila, este magnífico LOCAL COMERCIAL, que, cuenta con dos plantas. Una primera planta, a pie de calle de 83mts y...
Local en calle Alfalfa, Valdeacederas, Madrid;159.500;71;911 365 057;Se vende local con OPCIÓN DE CAMBIO DE USO A VIVIENDA en calle Alfalfa, zona valdeacederas. Cuenta con 65 metros cuadrados útiles, distri...
Local en Menorca, Ibiza, Madrid;180.000;81;911 793 672;RETIRO CAPITAL EXPANSIÓN S. A. Vende Local, a Reformar, situado en planta semisótano, de un edificio residencial de fachada clásica, mag...
Local en calle Ana María, Madrid, Valdeacederas, Madrid;231.000;165;918 003 471;LOCAL COMERCIAL DE 125 m2 en el barrio de Tetuán muy bien ubicado a tan sólo unos metros de la calle Marqués de Viana, hace esquina con l...
Local en Orense, 68, Cuzco-Castillejos, Madrid;1.815.600;424;912 783 273;ALTTER VENDE: Activo Bancario. Conjunto de 4 locales en venta en Madrid. Local comercial en bruto ubicado en la planta baja de un edifici...
Local en calle de Hermosilla, 135, Goya, Madrid;330.000;107;619 827 665;Espectacular local en la calle Hermosilla de 107 m2 en dos plantas que consta de 70m2 en la primera planta y 22m2 en la segunda planta. E...
Local en PURCHENA, 70, Apóstol Santiago, Madrid;270.000;200;916 359 147;Oportunidad de local comercial en edificación independiente con actual uso de explotación de restaurante con un aforo de 75-80 comensales...
Local en Campamento, Madrid;89.000;60;910 344 360;REF. 1521/309. 60 m2 - Fantastico local, ideal para CAMBIO DE USO A VIVIENDA, con pre proyecto realizado. Muy bien comunicado con Metro (...
Local en calle seis de diciembre, 21, Aravaca, Madrid;129.000;60;914 258 662;LOCAL COMERCIAL EN C. C. ROSA LUXEMBURGO Local comercial exterior muy luminoso en C. C. Rosa Luxemburgo. Reformado y actualmente alquila...
Local en Valdeacederas, Madrid;230.000;250;915 799 226;REF. 6102/977. Almacén + garaje (5 plazas) + oficina + zona trasera de almacén o estudio. Cercano a Bravo Murillo. Situado en calle no co...
Local en Sol, Madrid;2.100.000;340;915 241 099;Busquets Gálvez vende local en Rentabilidad Se encuentra muy próximo a la Puerta del Sol, en plena zona Centro. Tiene una superficie d...
Local en calle de Alcalá, 412, Pueblo Nuevo, Madrid;59.000;40;918 315 618;Redpiso vende magnifico local en Centro Comercial Alcala Norte, en perfecto estado, para comenzar actividad de inmediato, ubicado en priv...
Local en calle río de la plata, 14, Portazgo, Madrid;184.520;272;913 035 608;270 m2 local a pie de calle muy amplio dividido en dos plantas y en varias estancias, almacén, oficina, taller, aseo. Posee montacargas i...
Local en calle de Altamirano, Argüelles, Madrid;1.400.000;424;912 787 839;NetHome NO COBRA COMISION AL COMRPADOR y solo 2.450€ al vendedor por lo que esta casa no tiene intermediarios costosos. Local Comercial...
Local en Guindalera, Madrid;910.000;375;912 666 718;Gran restaurante en venta en la zona de Guindalera, perteneciente al distrito de Salamanca. Licencia definitiva. 350 m2, distribuidos e...
Local en paseo de la Reina Cristina, Jerónimos, Madrid;275.000;50;914 898 352;Amâbit, vende local situado en el distrito de Retiro, concretamente en la zona de Jerónimos. Actualmente se trata de una cafetería diáfan...
Local en Castellana, Madrid;1.100.000;153;912 974 067;REAL ESTATE BARRIO SALAMANCA comercializa en exclusiva magnífico local en pleno centro del barrio de Salamanca. El local cuenta con cinco...
Local en travesía Felipe de Diego, Palomeras Bajas, Madrid;58.000;78;917 854 159;None
Local en calle Navas, 1, Valdeacederas, Madrid;282.300;166;639 144 553;LOFT segregado en 3 estudios de unos 50m2 cada uno. A pie de calle con posibilidad de cambio de uso a vivienda. Semi esquina a C/ Bravo M...
Local en calle Sallaberry, Opañel, Madrid;89.000;98;911 921 003;Estudio Pradera de San Isidro, S. L. , VENDE local comercial en calle Sallaberry compuesto por dos estancias y un aseo. Cercano a metro U...
Local en calle Arquitectura, Acacias, Madrid;265.000;125;914 736 653;Se vende negocio por jubilación. Local de 125 m2, con licencia de hostelería. Tiene aforo de 84 personas, 11 mesas y horario de apertura...
Local en calle de María de Guzmán, Nuevos Ministerios-Ríos Rosas, Madrid;35.400;12;911 123 352;REDPISO VENDE! Local de 12 m2 y trastero de 1,67 m2 dentro de galería en calle María de Guzmán, en el Distrito de Chamberí. Visítelo sin...
Local en calle de María de Guzmán, Nuevos Ministerios-Ríos Rosas, Madrid;55.400;23;911 123 352;REDPISO VENDE! Local de 23 m2 dentro de galería en calle María de Guzmán, en el Distrito de Chamberí. Antiguo negocio de carnicería total...
Local en calle Sepúlveda, Lucero, Madrid;218.000;160;914 878 191;Tecnocasa Puente Sepúlveda Vende: Piso en Calle Sepulveda de casi 160m2 distribuido en, salón, cocina y baño con plato de ducha. En sus...
Local en Camarena, Aluche, Madrid;108.000;138;912 783 507;TECNOCASA vende local comercial a pie de calle de 138 m2 distribuidos en dos plantas: Primera planta una amplia estancia con almacén, seg...
Local en avenida de la Albufera, Numancia, Madrid;195.000;65;914 776 371;Bar de tapas en exclusiva con redpiso portazgo. A pie de calle excelente ubicación en avenida albufera, frente a centro comercial albufer...
Nave en calle del Valle de Tobalina, San Andrés, Madrid;205.000;185;914 890 482;SITUACION. - La nave industrial de 185 m2 de superficie, se encuentra emplazada en el Poligono Industrial Camino de Getafe, calle Valle d...
Local en calle de Santa Casilda, Imperial, Madrid;260.000;75;912 772 150;Se vende local actualmente alquilado. Ubicado en una de las mejores zonas de Arganzuela, situado entre la Puerta de Toledo y la Glorieta...
Local en avenida del Doctor Federico Rubio y Galí, Ciudad Universitaria, Madrid;95.000;72;910 173 802;Local ubicado en excelente zona comercial y residencial, de 72 metros cuadrados divididos en 2 plantas de 36 metros cuadrados cada una, a...
Local en plaza Cartaya, Campamento, Madrid;99.900;92;915 189 608;OPORTUNIDAD. LOCAL con doble acceso desde el interior del portal y desde la calle. Dos estancias y 2 baños de 2 piezas Con aire acondicio...
Local en plaza Cartaya, Campamento, Madrid;80.000;43;915 189 608;OPORTUNIDAD. Local- Bar funcionando. 2 baños. y trastero.
Local en plaza de Ribadeo, Pilar, Madrid;70.000;77;917 394 894;REDPISO pone a su disposición local vivienda en barrio del pilar. El inmueble consta de 77 metros cuadrados distribuidos en dos plantas....
Local en travesía de José Noriega, Ventas, Madrid;139.000;99;913 562 611;Local - Bar, distribuido en dos plantas, una planta a pie de calle con salida de humos, con un gran salón y otra planta semi-sotano que s...
Local en Calle Pez Austral, Estrella, Madrid;12.000;7;911 920 991;Gran oportunidad por 12.000 € con autorización para la venta de periódicos, revistas y publicaciones. Estupendo quiosco de prensa ubicado...
Local en calle de Argüeso, Abrantes, Madrid;370.000;230;914 691 139;REDPISO ZONA OPORTO dispone de LOCAL COMERCIAL a la venta situado en la calle ARGUESO. El local cuenta con dos plantas, la primera consta...
Local en calle del General Ricardos, Opañel, Madrid;370.000;484;912 179 375;Mr house real estate vende! amplio local comercial al mejor precio en la zona de madrid, se encuentra en la calle general ricardos, cerc...
Local en calle Gregorio Navas, San Diego, Madrid;85.000;105;917 570 151;Local/almacén en venta, apto cualquier tipo de negocio, muy luminoso, diáfano, con una oficina, 1 baño y rampa de acceso para coches. Ubi...
Local en avenida de San Diego, San Diego, Madrid;127.000;60;917 570 151;Oportunidad de negocio. Local de una sola planta, acondicionado para bar-restaurante. 2 aseos, 2 almacenes, salida de humos, paredes lisa...
Local en calle de villaescusa, Pueblo Nuevo, Madrid;98.500;93;915 993 646;Bar en venta en la calle Villaescusa, 93m², con licencia en vigor y salida de humos, 2 aseos, totalmente equipado con cámara refrigerador...
Local en calle de Villasilos, Pueblo Nuevo, Madrid;46.000;27;915 993 646;Local en venta, 27m², 1 aseo. Ideal para almacén, oficina. Cercano al Centro Comercial Las Rosas. Lineas de autobuses.
Local en calle Guayaba, Buena Vista, Madrid;70.000;137;915 996 359;Redpiso vende local comercial en C/ Guayaba con una superficie total de 136,78 m². A pie de calle, con 14 metros de fachada a dos calles....
Local en calle Lago Erie, Casco Histórico de Vicálvaro, Madrid;120.000;117;917 751 905;Bar a la venta en el centro de vicalvaro, acondicionado, equipado y con licencia para comenzar a funcionar. Consta de 117 m2, con salida...
Local en calle de Longares, Rosas, Madrid;100.000;46;919 910 513;Local comercial en las Musas! Diáfano en planta calle a reformar con variedad de posibilidades. Cuenta con 1 baño. 45 metros útiles y con...
Local en calle de Federico Gutiérrez, Quintana, Madrid;87.000;136;913 676 648;Local de 136 mts dividido en dos plantas, planta a pie de calle 68 mts y sótano de 68 mts. A tan solo dos calles de Alcalá. Local en esqu...
Local en calle de Alcalá, Madrid, Canillejas, Madrid;475.000;87;914 879 570;Se vende magnífico local con "SALIDA DE HUMOS, TERRAZA Y POSIBLE RENTABILIDAD AL 6%" en la calle de Alcalá. Local de 81 mtrs con fachada...
Local en calle Luis Vives, Ciudad Jardín, Madrid;367.000;212;910 325 454;Redpiso servicios inmobiliarios zona prosperidad vende local en la calle luis vives. Semisotano de varias estancia de 212 m², con dos bañ...
Local en calle de la Oca, San Isidro, Madrid;205.000;79;911 921 002;LOCAL EN CALLE PRINCIPAL. Se vende local comercial en la Calle Oca. Muy bien situado: zona muy transitada y bien comunicada con líneas de...
Local en calle Heliotropo, Ventilla-Almenara, Madrid;54.000;38;910 325 424;Almacen en venta. 38 m2 divididos en 2 espacios grandes y 2 pequeños. En planta -1 con salida a patio. Coordine su visita.
Local en calle Juana Urosa, Vista Alegre, Madrid;63.500;58;912 593 825;CARABANCHEL, VISTA ALEGRE, REDPISO VENDE: Local comercial en buen estado, a pie de calle, en funcionamiento, totalmente equipado y acondi...
Local en calle de Benjamín Palencia, Portazgo, Madrid;117.260;50;913 035 608;Local comercial actualmente en funcionamiento como bar licencia de actividad y de terraza exterior salida de humos aire acondicionado coc...
Local en calle de Estocolmo, Rosas, Madrid;159.000;61;919 910 513;REDPISO vende Local comercial en las Rosas! Local con variedad de posibilidades. Dispone de pre-instalación de aire acondicionado, cierr...
Local en calle Virgen de Lourdes, Concepción, Madrid;130.000;120;914 032 005;Local comercial de 120m² a pie de calle, dividido en 3 plantas, la planta calle cuenta con 42 m² de superficie y un altillo de 10 m² y el...
Local en calle san luciano, Los Ángeles, Madrid;63.000;50;913 173 186;Redpiso Ciudad de los Ángeles vende local en estupenda zona, cerca de transporte público. Dispone de 50 m2 repartidos en una hall, cocina...
Local en calle virgen del coro, Concepción, Madrid;95.000;95;914 032 005;Local comercial ( anteriormente con Actividad de Hostelería ) de 95 m², dividido en 3 plantas, la planta calle de 33 m², planta -1 de 20...
Local en calle de pinos baja, Valdeacederas, Madrid;600.000;582;918 759 276;Valdeacederas, se vende nave + oficinas, superficie total 582 m2, actualmente funciona como imprenta. Primera planta consta de 2 aseos, 2...
Local en calle de Raimundo Fernández Villaverde, Cuatro Caminos, Madrid;47.000;105;910 339 167;Se vende magnífico local de 105 m2, totalmente equipado y listo para empezar a trabajar. Ubicado a pie de calle en la renombrada raimundo...
Local en calle del Balandro, Alameda de Osuna, Madrid;49.680;72;919 917 057;Local comercial de 72 m2, ubicado en el mercado alameda de osuna, almacén, frigorífico industrial, mostrador para productos frescos muy b...
Local en calle júpiter, Casco Histórico de Barajas, Madrid;140.000;75;919 917 057;Local comercial de 75 m2 a pie de calle, varias estancias, almacén, 2 baños, cierre metálico aire acondicionado 2 escaparates buen esta...
Local en calle del arroyo de la media legua, Media Legua, Madrid;130.000;44;912 375 109;Local comercial en venta en una excelente ubicación en una de las principales Avenidas de Moratalaz, situado en Camino de los Vinateros,...
Local en calle de alejandro rodríguez, Bellas Vistas, Madrid;360.000;252;910 173 802;Excelente local, recién reformado. Oficina, despacho individual o sala de reuniones, almacén diáfano con 3,80 m. de altura y rampa de acc...
Local en Ventilla-Almenara, Madrid;750.000;600;917 513 599;¡SE VENDE LOCAL DE DOS PLANTAS ESPECIALMENTE DIRIGIDO A INVERSIONISTAS! Local Comercial de 600 m2, distribuidos en dos plantas (planta ca...
Local en calle de García de Paredes, Madrid, 54, Almagro, Madrid;230.000;58;911 362 081;MY HOME ofrece en venta estupendo local comercial! Muy ajustado a precio de mercado, disponemos de informe de valoración! Local comercial...
Local en calle del General Ibáñez de Ibero, 5, Vallehermoso, Madrid;2.200.000;290;625 453 785;local restaurante en venta, antiguamente "RESTAURANTE 4 ESTACIONES" Local con gran visibilidad, entrada señorial, más de 240 m2 útiles,...
Local en Palacio, Madrid;1.650.000;350;911 799 367;Olisson gestiona la venta de este maravilloso espacio único e innovador situado en el pintoresco barrio de La Latina. Sus 350m2 divididos...
Local en Canillas, Madrid;295.000;355;914 259 439;REDPISO CANILLAS vende local para actualizar de más de 350 m2 dividido en dos plantas 1 gran estancia principal, 4 estancias más pequeñas...
Local en Abrantes, Madrid;90.000;70;912 251 011;Local en venta en plaza meninas de 70mts. Exterior y luminoso, antiguamente utilizado como vivienda, de 3 dormitorios, salón, cocina, bañ...
Local en Ibiza, Madrid;895.000;165;658 778 307;Local de 165 m en el barrio de Retiro en perfecto estado de conservación por reformas de actualización de manera permanente. Techos altos...
Local en Montecarmelo, Madrid;847.000;192;916 358 417;Excelente local comercial en rentabilidad en la mejor calle de Montecarmelo. alquilado en 3.000€ mensuales, contrato de 10 años, 2 de ell...
Local en Lavapiés-Embajadores, Madrid;425.000;200;912 189 624;Gestmadrid vende un magnífico local en rentabilidad en el Centro de Madrid, en la zona de Lavapiés. Local de más de 170 m2 con una rentab...
Local en Lavapiés-Embajadores, Madrid;2.100.000;120;912 189 624;Excelente local comercial ubicado en una de las mejores calles céntricas, emblemáticas y demandadas de la capital. Este maravilloso local...
Local en tembleque, 24, Aluche, Madrid;70.000;93;917 180 713;SIN COMISIONES AL COMPRADOR! OPORTUNIDAD 70.000 € MARTIN INMOBILIARIA vende LOCAL ubicado en Parque Aluche, calle Tembleque. sup catastro...
Local en quero, 111, Aluche, Madrid;110.000;122;917 180 713;NUEVO PRECIO 110.000 € negociable, sin COMISIONES al comprador! DISPONIBLE LOCAL COMERCIAL UBICADO EN CALLE QUERO, sup 121 m2, 132 m2 (...
Local en costanilla de Capuchinos, Madrid, 5, Chueca-Justicia, Madrid;300.000;89;910 926 318;Fantástico local con muchas posibilidades de negocio de 89 m2 construidos y 63 m2 útiles, todos en planta calle, situado en la mejor zona...
Local en calle Agustín Calvo, Canillas, Madrid;169.000;130;912 184 291;Se vende local en la calle Agustín Calvo, Canillas. Cuenta con 130 metros cuadrados distribuidos en cuatro espacios y dos aseos. Tiene ac...
Local en ronda de Atocha, Lavapiés-Embajadores, Madrid;690.000;111;912 663 489;Venta de local comercial con salida de humos y licencia de restauración. 111 m2 construidos (82 útiles), de los cuales 82 en planta calle...
Local en avenida de San Diego, San Diego, Madrid;109.000;47;914 898 352;Amâbit, vende local de 47 metros cuadrados en Avenida de San Diego (Vallecas). Se trata de una joyería en planta calle compuesta por una...
Local en camino de Valderribas, Numancia, Madrid;89.000;17;914 898 352;Amâbit, vende local reformado en C/ Valderribas. El local se compone de 17 metros cuadrados distribuidos en una estancia y baño. Tiene t...
Local en Corredera Alta de San Pablo, Madrid, Malasaña-Universidad, Madrid;930.000;138;911 797 031;El local en rentabilidad, se encuentra situado en el mejor tramo de la calle más comercial del barrio de Malasaña de Madrid, barrio histó...
Local en calle Martín Muñoz de las Posadas, 1, Ensanche de Vallecas - La Gavia, Madrid;39.000;24;None;*URGE VENTA* Local de esquina a pie de calle, ideal para pequeño negocio, tienda fisica con venta online ya que dispone de almacén en alt...
Local en calle de Fuentespina, Santa Eugenia, Madrid;175.000;95;911 799 349;Inmobiliaria CNI Madrid / Vende Local Comercial en Santa Eugenia (Villa de Vallecas). Estupendo bar restaurante ubicado a pie de la céntr...
Local en calle de Bravo Murillo, Bellas Vistas, Madrid;630.000;63;911 797 031;local en rentabilidad del 4% a prestigiosa marca de su sector, situado el local en calle principal con gran paso de gente, local diáfano,...
Local en calle Mariano Fernández, 4, Berruguete, Madrid;259.470;96;639 144 553;LOFT con posibilidad de cambio de uso a vivienda. Semi esquina con C/ Bravo Murillo. Recién Reformado. 2 habitaciones, 1 baño, cuarto de...
Local en avenida donostiarra, Concepción, Madrid;310.000;120;918 002 537;None
Local en calle de Dolores Folgueras, Numancia, Madrid;209.000;80;914 776 371;Local comercial actualmente, centro de estética a pie de calle, con dos escaparates que hacen esquina, 2 baños completos con cubículos de...
Local en calle Juan Francisco, Puerta Bonita, Madrid;310.000;500;910 750 952;Presentamos fantástico local que se se encuentra en la calle de Juan Francisco, 28025, Madrid, en la planta baja. Es un local que tiene 5...
Local en pozo del Tío Raimundo, Entrevías, Madrid;57.500;66;915 079 242;Se vende local comercial en el Pozo. Situado en buena zona.
Local en calle de Marcelino Roa Vázquez, Pueblo Nuevo, Madrid;109.000;174;911 791 784;Si estas buscando empezar un nuevo negocio en unos de los barrios con mas vida de Madrid, no lo dudes. La zona cuenta con varias lineas...
Local en calle Casuario, Vista Alegre, Madrid;65.000;72;912 593 825;Carabanchel, Vista Alegre, Redpiso Vende: Local Comercial en buen estado, amplios escaparates, dispone de un aseo. Purta exterior con cie...
Local o nave en avenida de la Ciudad de Barcelona, 91, Adelfas, Madrid;400.000;260;912 660 918;Local comercial, excelentemente ubicado. Zona muy comercial con elevado paso de peatones y vehículos. Fachada de 10 mts. lineales. No tie...
Local en calle del Cidro, Buena Vista, Madrid;285.300;582;912 179 375;MR. HOUSE REAL ESTATE VENDE: Este local que se encuentra en Calle del Cidro, situado en el distrito de Buenavista. Amplio local de 582...
Local en calle de Villasilos, Pueblo Nuevo, Madrid;113.000;47;915 993 646;Estupendo Bar-Cafetería en calle Villasilos en perfecto estado. Cuenta con las licencias vigentes y zona para terraza, ademas de disponer...
Local en calle del Balandro, Alameda de Osuna, Madrid;15.000;35;919 917 057;Local comercial de 35 m2, ubicado en el mercado alameda de osuna, mostrador para productos frescos muy bien comunicado, alta afluencia de...
Local en calle de las Pedroñeras, Canillas, Madrid;19.000;24;914 259 439;Redpiso vende local de 24 m2 en la Galería Comercial de Pedroñeras. Se encuentra en una zona muy concurrida y con mucha actividad. Se enc...
Local en calle de Montes de Barbanza, Casco Histórico de Vallecas, Madrid;108.500;101;918 319 432;Magnifico local de 101 m2, con cocina y 2 baños. Cuenta con aire acondicionado y parking comunitario. Muchas posibilidades. Excelente ubi...
Local en calle del Balandro, Alameda de Osuna, Madrid;29.260;27;919 917 057;Interesante local disponible en el mercado de Alameda de Osuna. El espacio se encuentra en perfecto estado. Está acondicionado para activ...
Local en calle ramón calabuig, San Diego, Madrid;16.000;11;914 349 403;REDPISO vende Almacén en calle Ramón Calabuig, esquina Av. Monte Igueldo.
Local en avenida de hellín, Hellín, Madrid;290.000;164;917 945 446;Local de dos plantas, la primera planta consta de cafetería y pastelería, la segunda planta es un sótano, (almacén), con dos baños.
Local en calle miguel san narciso, 10, Palomeras Bajas, Madrid;150.000;300;917 854 159;Local ideal para plazas de garaje o trasteros. Ubicado en una zona tranquila.
Local en calle de la Virgen del Puig, Madrid, Concepción, Madrid;170.000;173;918 002 537;Local a la venta en el Barrio de la Concepción a pocos metros de la calle Alcalá y Mercado de Ventas. Dos locales en uno. Cuentan con u...
Local en calle de Villavaliente, Madrid, 5, Lucero, Madrid;129.000;90;911 363 559;¿Estás buscando un lugar para convertirte en un apartamento? ¿O tal vez simplemente está buscando un negocio ya iniciado en el área que l...
Local en calle de Nicolás Usera, Madrid, Almendrales, Madrid;180.000;100;912 174 627;ASIAN CONSULTING.. . Vende magnifico local en zona inmejorable al lado del metro de usera. Sala diáfana, sala contigua que se puede utili...
Nave en via de los Poblados, Madrid, 17, Valdebebas - Valdefuentes, Madrid;600.000;508;914 891 807;SALESMAN PROPERTY, comercializa en VENTA magnífica Nave industrial, compartimentada con despachos, grandes cámaras frigoríficas, estupend...
Local en paseo de los Jesuitas, Madrid, s/n, Puerta del Ángel, Madrid;175.000;79;911 363 559;Tempocasa Extremadura ofrece un laboratorio de venta para uso comercial, con la posibilidad de transformarse en dos apartamentos. Compues...
Local en ZURBANO, 56, Almagro, Madrid;1.714.000;525;914 891 807;SAlesman Property comercializa mágnifico local diáfano en plena calle zurbano, versatilidad y potencial. Local Alquilado a multinacional...
Local en HERNANI, 58, Cuatro Caminos, Madrid;169.000;40;916 217 636;Local de 40 m² situado en la calle Hernani, cercano a la calle Orense, con ventanas y puertas orientadas al norte, muy luminoso. Distrib...
Local en calle de Tembleque, Madrid, Aluche, Madrid;74.900;77;912 186 394;TECNOCASA vende vivienda en Calle Tembleque de 77m2 adaptada sobre local, distribuida en: dos dormitorios, salón con acceso a cocina esti...
Local en Valdeacederas, Madrid;120.000;65;911 362 874;Muy cerca de la Calle de Marqués de Viana, en una zona muy tranquila del barrio de Valdeacederas, a escasos metros de las líneas 44, 177...
Local en Chopera, Madrid;230.000;120;915 021 618;Ref. 7402/1306. Magnifico local en embajadores. Planta a calle con zona diáfana y dos escaparates, 2 despachos, baño y salida al portal....
Local en calle Antonio Toledano, Fuente del Berro, Madrid;730.000;231;910 750 952;DEPLACE NO COBRAMOS AL COMPRADOR Y SOLO 2.990€ + IVA AL VENDEDOR. ¡Oportunidad de inversión, magnífico local de restauración totalmente...
Local en calle Cadete Julio Llompart, San Isidro, Madrid;110.000;182;911 366 593;Inmobiliarias Encuentro vende o alquila estupendo local a reformar de 182 metros, pegado al céntrico y castizo parque de San Isidro de Ma...
Local en calle del General Oraá, Castellana, Madrid;730.000;162;912 663 489;Local con una superficie total de 162 m2 en una sola planta. Se vende en rentabilidad, siendo el inquilino un importante restaurador del...
